model	num_x	num_r	num_p	p_n	p_l	p_q	p_p	p_e	p_L	p_Q	p_P	p_E	p_o	1_1_08_06	1_1_10_14	1_1_12_10	1_1_16_08	1_6_08_06	1_6_10_14	1_6_12_10	1_6_16_08	1_7_08_06	1_7_10_14	1_7_12_10	1_7_16_08	1_8_08_06	1_8_10_14	1_8_12_10	1_8_16_08	1_9_08_06	1_9_10_14	1_9_12_10	1_9_16_08	2_1_08_06	2_1_10_14	2_1_12_10	2_1_16_08	2_6_08_06	2_6_10_14	2_6_12_10	2_6_16_08	2_7_08_06	2_7_10_14	2_7_12_10	2_7_16_08	2_8_08_06	2_8_10_14	2_8_12_10	2_8_16_08	2_9_08_06	2_9_10_14	2_9_12_10	2_9_16_08
{tiago2010_fig2_fe_loaded-user}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.8041258595999999	0.35860979460000003	0.47043764479999994	0.6924457204000001	0.9310012062999999	0.4840692423	0.5205719682	0.6938151744	0.9265306122	0.5586276781	0.6006225681	0.7054844606999999	0.8786429872	0.4642685274	0.4708394339	0.6498821152	0.7948506693999999	0.7075540887	0.6677625886999999	0.7497571401	0.7391304348000001	0.5483091787	0.4770676227	0.7182207333	1.0	0.4922821788	0.4978070175	0.7029143898000001	0.9223231358	0.38983735729999996	0.48003483020000004	0.6997280145	0.9103562161	0.4220253718	0.502081707	0.6586448199	0.8569842326999999	0.5829305136	0.6313808901	0.7154245458
{tiago2010_fig3_fe_adequate-user}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.7459638203	0.2642094385	0.341587245	0.5607544963000001	0.93468194	0.5048709847	0.4684255527	0.7380677444	0.907907197	0.5587121212	0.5701754386	0.6897482014	0.8577499440999999	0.4502230571	0.4662613982	0.6348286707	0.7987919183	0.6612068966	0.6513247283	0.7274279211	0.6135018396999999	0.35096549829999996	0.389815003	0.4782988276	1.0	0.42133597009999996	0.5188743066	0.7172246119	0.9518490941	0.4154479471	0.4937556328	0.6605235963	0.8690233401	0.42940320229999995	0.3253860512	0.6982884195	0.8749714807	0.49605484409999995	0.5674755845	0.7105799518000001
{tiago2010_fig3_fe_deficient}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.6754787323999999	0.272044772	0.2849585359	0.44836895390000003	1.0	0.5125369679999999	0.5756787984	0.7232807112999999	0.9834690353	0.5735251799000001	0.5480544479999999	0.6944250871	0.9057032493000001	0.46861039270000004	0.48227465210000003	0.6273213724	0.8361653031	0.6763957237	0.7078671639	0.7756372834999999	0.4814591134	0.24336040050000002	0.32882362649999997	0.28027000420000003	0.9577126382	0.46321905869999996	0.4865722656	0.7463021906	0.899368231	0.4225143099	0.4842667963	0.7027503526000001	0.9269767442	0.4108854757	0.4664170372	0.6672246400999999	0.8818584071	0.5341731439	0.5579507279	0.7485446009000001
{tiago2010_fig3_fe_loaded-user}	17	29	29	0	1	0	0	0	0	0	0	0	0	0.8065326633	0.35762696130000005	0.46758922070000003	0.6913137114	0.9167063303	0.46793002920000004	0.5211038961	0.6900752418	0.9169245418	0.5514674302	0.587284647	0.7101769912	0.8804571429000001	0.46054519369999997	0.47194315119999997	0.6405054872	0.7955390335	0.7026632615999999	0.6665513064999999	0.7481064284000001	0.7414821944	0.5470036921	0.480119656	0.7074380165	1.0	0.4834944145	0.39507692310000003	0.6938040346	0.9110690634	0.3901154547	0.4780342517	0.697826087	0.9055007051999999	0.4228320527	0.5001298364	0.6615146832	0.856	0.5736411020000001	0.6326161931000001	0.7122781065
{tripathi2007_fig7_10to7_11-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.8687967368999999	0.6184369707	0.7504403993000001	0.8309492848000001	0.9868725869	0.6238711252	0.7806963957999999	0.9012693934999999	0.9830769231	0.6322038091	0.8418972332	0.9009517095999999	0.9941656943000001	0.5843621399	0.8035209054000001	0.9151450054000001	0.7845303867	0.6538756715	0.7370242215	0.7591327591	0.8844290656999999	0.35255172409999996	0.7357512953	0.8285251215999999	0.9910818147	0.350617284	0.6292466765	0.8687967368999999	1.0	0.3126988011	0.6883921356999999	0.8708688245	0.9793103448	0.3328125	0.6474164134	0.8339314845	0.8819875776	0.3882138518	0.6763694098999999	0.7584569733
{tripathi2007_fig7_4-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.8790023593	0.6445872467	0.8034504004999999	0.8763440859999999	0.9800826757	0.6439506172999999	0.8725326196	0.9504373178	0.9878787879	0.6670076725999999	0.8813788442	0.9381294964	1.0	0.45144538689999997	0.8576126274	0.9297682709	0.8106931923999999	0.7202430268000001	0.7734282325	0.7903030303	0.9118881119	0.49059443189999996	0.7939117199	0.8391248391	0.9804511278	0.3631300473	0.7377652051000001	0.8517308948000001	0.9684366876999999	0.3373868047	0.7268673356	0.808180973	0.9848942598	0.35039634560000005	0.711208072	0.8855687606	0.8977624784999999	0.3017121703	0.6936170212999999	0.8448331714
{tripathi2007_fig7_5to7_7-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.8811681772	0.5863301318	0.7849880383	0.8424261874	1.0	0.5789589766	0.8241758242	0.9398496241	0.9946949601999999	0.6086250869	0.7993300853	0.9510869565000001	0.9973404255	0.5346232179	0.7942511346	0.9239704329	0.8027522936	0.6345177665	0.7423642534	0.7882882883	0.9298618490999999	0.3919665522	0.48557158710000003	0.8666226477	0.9573304158	0.2626313157	0.6278402296	0.9552401747	0.9528130670999999	0.30396016670000003	0.6722151087999999	0.8686300463	0.9831460674	0.28685389570000003	0.6393083293	0.8814640698	0.8820564516	0.3359355004	0.6994404476	0.8142059553000001
{tripathi2007_fig7_8to7_9-user}	5	10	7	0.1	0.9	0	0	0	0	0	0	0	0	0.8772229822	0.5290841584	0.7970789309999999	0.8415354331	0.9635612322	0.6225728155	0.7803468208	0.9371574717	0.9786341090999999	0.675711275	0.8083832335	0.9357898577	0.9771428570999999	0.5992990654	0.7856049005	0.9364731654	0.733485845	0.6646799689	0.7309774865	0.7351676698	0.899368864	0.4570563079	0.7758620690000001	0.8784246575	1.0	0.387755102	0.374015748	0.8887733887999999	0.9918793503	0.3457805338	0.7172818792	0.8360495437000001	0.9639233370999999	0.34305202619999997	0.693618172	0.8371409921999999	0.8613163197	0.3868194842	0.7360114778	0.8200127877
{valero2006_fig1aandb}	6	4	9	0	0.5	0	0	0	0.25	0	0	0	0.75	0.21181934440000003	0.2202855943	0.1644888146	0.1611037166	0.7123132639	0.4488660676	0.38359336909999997	0.4356312292	0.8323194922	0.5355684139	0.5392392049	0.4733754513	0.6442169908	0.3528818121	0.41234276729999997	0.535113076	0.9874490116	0.7887218045000001	0.7276300578	0.8761135857	0.052993180099999995	0.25487972789999996	0.18686538800000002	0.1297785476	0.7068733154000001	0.48400492159999997	0.4528709167	0.6159718143999999	0.8023967364	0.5078263676	0.5439930856	0.39273680270000005	0.6278930567000001	0.3962976955	0.3666550157	0.486023166	1.0	0.7430932704000001	0.7732186731999999	0.4364771151
{vanheerden2014_fig4-user}	7	5	12	0	0.6	0	0	0	0.2	0	0	0	0.6	0.9830897104999999	0.5096582467	0.4735606793	0.6390907397	0.9548997773000001	0.6247723132999999	0.5969369997	0.5561861521	0.8916038472	0.6411214953000001	0.600280014	0.5398174378	0.6978636826000001	0.4494823745	0.47878280289999997	0.5944540728000001	0.9257759784	0.793797732	0.7178735873000001	0.8941605839	0.9752630081999999	0.4576994929	0.4286428393	0.631908622	0.9864825999	0.5154794109	0.47771587740000004	0.7305644302	0.8997901364	0.5133961982	0.5269626671000001	0.708238695	0.7881433823999999	0.40154530549999995	0.38491751770000004	0.5630334865	1.0	0.6785361029000001	0.6656316709000001	0.8112582781000001
{wang2012_fig1and2-user}	3	9	9	0.1111111111111111	0.8888888888888888	0	0	0	0	0	0	0	0	0.8353820495000001	0.1947636741	0.311261479	0.5114010210000001	0.7263938123999999	0.1663652803	0.25404816469999997	0.4037738102	0.8166666667	0.1969849246	0.3057169338	0.49487704920000003	0.6093813365	0.1507473833	0.22445355420000002	0.3580903964	1.0	0.2670510643	0.4093592033	0.6303719586	0.8364670955	0.16629368220000001	0.3339754038	0.5537856763	0.6391304348	0.0990624084	0.1990960884	0.36872239490000003	0.6245497368	0.0885182809	0.1883303161	0.3558479147	0.5217190032	0.083223079	0.1724714014	0.3155757788	0.85611192	0.1531822352	0.3045260077	0.5447295283
{xie2007_fig3-user}	25	41	47	0	1	0	0	0.0975609756097561	0	0	0	0	0	0.0336825314	0.0787030953	0.0391613712	0.068407308	0.44756955060000003	0.18313226219999998	0.1733319301	0.2605651907	0.355954182	0.1553480475	0.1527227206	0.2216241674	0.2272821362	0.1004023409	0.09621661880000001	0.1429346293	0.7391450690000001	0.34663649999999996	0.3042323766	0.4375228292	0.0196750981	0.08579130369999999	0.0359390215	0.0549043466	0.7158924205	0.20375782879999998	0.1813876652	0.27651046149999997	0.5610628513	0.15951187619999999	0.1436874993	0.2544169611	0.3280631427	0.09572033619999999	0.09341169630000001	0.1377263035	1.0	0.40596499880000003	0.344515623	0.46107009130000004
{zhao2013_fig3a-user}	5	10	8	0.2	0.8	0	0	0	0	0	0	0	0	0.6929250264	0.8137400793999999	0.8440957036	0.8482419855	0.9247463359999999	0.7404649063	0.8812785388	0.9061032864	0.9406536697	0.6936575053	0.8989041095999999	0.9203366059	0.9401146131999999	0.6940977364	0.8872363440000001	0.9203366059	0.81984008	0.7824946339	0.79022158	0.8033790402	0.942816092	0.49345766280000003	0.8957138956999999	0.9063535912	1.0	0.2383408398	0.8889189920999999	0.9704229518	0.988253012	0.186611307	0.8063406242	0.9411933448	0.990042245	0.11786047849999999	0.8237509415000001	0.9352907640000001	0.9053532009	0.5157183276	0.8087256594	0.891576087
{zi2007_fig2d-user}	16	26	18	0.07692307692307693	0.9230769230769231	0	0	0	0	0	0	0	0	0.028740515600000002	0.0461214926	0.0255733096	0.0249716645	0.6232805606	0.2206044461	0.2830455537	0.3767058824	0.6646830888	0.2690907054	0.3272467125	0.45298500420000004	0.48179356	0.1634563027	0.1979394189	0.2842684659	0.9629109864000001	0.32807377050000003	0.4041568495	0.5663915093999999	0.013188786599999999	0.046618395	0.0243304442	0.0075955973	0.6898879631999999	0.2717704974	0.3336343429	0.5009909252	0.6688483498	0.3300350443	0.2872092328	0.4943392343	0.389348249	0.19612887420000003	0.24945465879999998	0.33585063979999996	1.0	0.5610325897	0.3765582125	0.8039839304
